id,category,rank,english,korean,example,datasetVersion,sourceType
931,Core Word,481,whether,~인지 아닌지,We need to confirm whether it works.,2.0,curated-speaking-core
932,Core Word,482,than,~보다,This option is simpler than the other one.,2.0,curated-speaking-core
933,Core Word,483,as,~처럼 / ~로서,Use it as a temporary workaround.,2.0,curated-speaking-core
934,Core Word,484,in,~안에,The data is in the database.,2.0,curated-speaking-core
935,Core Word,485,on,~위에 / ~에,The file is on the server.,2.0,curated-speaking-core
936,Core Word,486,at,~에서 / ~에,Let us meet at three.,2.0,curated-speaking-core
937,Core Word,487,to,~로 / ~에게,Send the file to me.,2.0,curated-speaking-core
938,Core Word,488,for,~을 위해 / ~동안,This is for the next release.,2.0,curated-speaking-core
939,Core Word,489,from,~로부터,I got a reply from the vendor.,2.0,curated-speaking-core
940,Core Word,490,with,~와 함께,I work with several systems.,2.0,curated-speaking-core
941,Core Word,491,without,~없이,It will not work without permission.,2.0,curated-speaking-core
942,Core Word,492,by,~에 의해 / ~까지,Please finish it by Friday.,2.0,curated-speaking-core
943,Core Word,493,over,~위로 / ~동안,Let us go over the details.,2.0,curated-speaking-core
944,Core Word,494,through,~을 통해,The request goes through the API.,2.0,curated-speaking-core
945,Core Word,495,during,~동안,The error occurred during deployment.,2.0,curated-speaking-core
946,Core Word,496,beside,~옆에,Sit beside me.,2.0,curated-speaking-core
947,Core Word,497,near,~근처에,The hotel is near the station.,2.0,curated-speaking-core
948,Core Word,498,into,~안으로,The data goes into the database.,2.0,curated-speaking-core
949,Core Word,499,onto,~위로,Upload the file onto the server.,2.0,curated-speaking-core
950,Core Word,500,off,~에서 떨어져 / 꺼진,Turn the service off.,2.0,curated-speaking-core
951,Core Word,501,out,밖으로,The new version is out.,2.0,curated-speaking-core
952,Core Word,502,ability,능력,Speaking ability improves with practice.,2.0,curated-speaking-core
953,Core Word,503,absence,부재,The issue happened in his absence.,2.0,curated-speaking-core
954,Core Word,504,acceptance,수락 / 승인,We are waiting for acceptance.,2.0,curated-speaking-core
955,Core Word,505,accessibility,접근성,Accessibility matters on mobile.,2.0,curated-speaking-core
956,Core Word,506,accuracy,정확도,We need to improve the accuracy.,2.0,curated-speaking-core
957,Core Word,507,advantage,장점,The main advantage is simplicity.,2.0,curated-speaking-core
958,Core Word,508,advice,조언,Can I ask for your advice?,2.0,curated-speaking-core
959,Core Word,509,agreement,합의,We reached an agreement.,2.0,curated-speaking-core
960,Core Word,510,analysis,분석,The analysis shows the root cause.,2.0,curated-speaking-core
961,Core Word,511,api,API / 응용 프로그램 인터페이스,The API returned an error.,2.0,curated-speaking-core
962,Core Word,512,approach,접근 방식,I prefer this approach.,2.0,curated-speaking-core
963,Core Word,513,argument,주장 / 인수,This function takes two arguments.,2.0,curated-speaking-core
964,Core Word,514,availability,가용성 / 가능 시간,Please check your availability.,2.0,curated-speaking-core
965,Core Word,515,background,배경,Let me give you some background.,2.0,curated-speaking-core
966,Core Word,516,benefit,이점 / 복지,What is the main benefit?,2.0,curated-speaking-core
967,Core Word,517,challenge,과제 / 도전,The biggest challenge is time.,2.0,curated-speaking-core
968,Core Word,518,choice,선택,It is your choice.,2.0,curated-speaking-core
969,Core Word,519,comment,의견 / 코멘트,I left a comment on the issue.,2.0,curated-speaking-core
970,Core Word,520,communication,의사소통,Clear communication is important.,2.0,curated-speaking-core
971,Core Word,521,condition,조건 / 상태,Check the condition first.,2.0,curated-speaking-core
972,Core Word,522,context,맥락,I need more context.,2.0,curated-speaking-core
973,Core Word,523,conversation,대화,We had a short conversation.,2.0,curated-speaking-core
974,Core Word,524,cost,비용,We need to reduce the cost.,2.0,curated-speaking-core
975,Core Word,525,customer,고객,The customer reported an issue.,2.0,curated-speaking-core
976,Core Word,526,date,날짜,What is the target date?,2.0,curated-speaking-core
977,Core Word,527,difference,차이,What is the difference?,2.0,curated-speaking-core
978,Core Word,528,direction,방향,I think this is the right direction.,2.0,curated-speaking-core
979,Core Word,529,effect,효과 / 영향,This change has no user effect.,2.0,curated-speaking-core
980,Core Word,530,effort,노력,This will take some effort.,2.0,curated-speaking-core
981,Core Word,531,email,이메일,I sent you an email.,2.0,curated-speaking-core
982,Core Word,532,experience,경험,It was a good experience.,2.0,curated-speaking-core
983,Core Word,533,goal,목표,Our goal is to keep it simple.,2.0,curated-speaking-core
984,Core Word,534,guide,가이드 / 안내,Please follow the guide.,2.0,curated-speaking-core
985,Core Word,535,importance,중요성,I understand the importance of this.,2.0,curated-speaking-core
986,Core Word,536,improvement,개선,This is a clear improvement.,2.0,curated-speaking-core
987,Core Word,537,instruction,지시 / 설명,Please follow the instructions.,2.0,curated-speaking-core
988,Core Word,538,knowledge,지식,I have basic knowledge of it.,2.0,curated-speaking-core
989,Core Word,539,meeting,회의,Let us discuss it in the meeting.,2.0,curated-speaking-core
990,Core Word,540,note,메모 / 주의사항,I added a note.,2.0,curated-speaking-core
991,Core Word,541,order,순서 / 주문,Check the order of the steps.,2.0,curated-speaking-core
992,Core Word,542,owner,소유자 / 담당자,Who is the issue owner?,2.0,curated-speaking-core
993,Core Word,543,performance,성능,We need to improve performance.,2.0,curated-speaking-core
994,Core Word,544,practice,연습 / 관행,Speaking takes practice.,2.0,curated-speaking-core
995,Core Word,545,progress,진행,I will share the progress tomorrow.,2.0,curated-speaking-core
996,Core Word,546,purpose,목적,What is the purpose of this field?,2.0,curated-speaking-core
997,Core Word,547,quality,품질,We need to improve the quality.,2.0,curated-speaking-core
998,Core Word,548,requirement,요구사항,The requirement is unclear.,2.0,curated-speaking-core
999,Core Word,549,schedule,일정,We are on schedule.,2.0,curated-speaking-core
1000,Core Word,550,solution,해결책,We need a better solution.,2.0,curated-speaking-core
1001,Core Word,551,success,성공,The release was a success.,2.0,curated-speaking-core
1002,Core Word,552,target,목표 / 대상,What is the target date?,2.0,curated-speaking-core
1003,Core Word,553,technology,기술,This technology is new to me.,2.0,curated-speaking-core
1004,Core Word,554,topic,주제,Let us move to the next topic.,2.0,curated-speaking-core
1005,Core Word,555,training,교육 / 훈련,The training starts tomorrow.,2.0,curated-speaking-core
1006,Core Word,556,travel,여행,I like to travel.,2.0,curated-speaking-core
1007,Core Word,557,workflow,업무 흐름,The workflow has three steps.,2.0,curated-speaking-core
1008,Core Word,558,career,경력,I am thinking about my career.,2.0,curated-speaking-core
1009,Core Word,559,interview,면접,I have an interview tomorrow.,2.0,curated-speaking-core
1010,Core Word,560,resume,이력서,I updated my resume.,2.0,curated-speaking-core
1011,Core Word,561,salary,연봉 / 급여,What is the salary range?,2.0,curated-speaking-core
1012,Core Word,562,office,사무실,I am at the office.,2.0,curated-speaking-core
1013,Core Word,563,remote,원격의,This role is fully remote.,2.0,curated-speaking-core
1014,Core Word,564,hybrid,하이브리드,The company uses a hybrid work model.,2.0,curated-speaking-core
1015,Core Word,565,backend,백엔드,I work mainly on backend systems.,2.0,curated-speaking-core
1016,Core Word,566,frontend,프론트엔드,The frontend calls this API.,2.0,curated-speaking-core
1017,Core Word,567,cloud,클라우드,The service runs in the cloud.,2.0,curated-speaking-core
1018,Core Word,568,security,보안,Security is a top priority.,2.0,curated-speaking-core
1019,Core Word,569,token,토큰,The token has expired.,2.0,curated-speaking-core
1020,Core Word,570,cache,캐시,Clear the cache and try again.,2.0,curated-speaking-core
1021,Core Word,571,queue,큐,The message is still in the queue.,2.0,curated-speaking-core
1022,Core Word,572,payload,페이로드,The payload is missing a field.,2.0,curated-speaking-core
1023,Core Word,573,endpoint,엔드포인트,This endpoint requires authentication.,2.0,curated-speaking-core
1024,Core Word,574,microservice,마이크로서비스,This microservice handles payments.,2.0,curated-speaking-core
1025,Core Word,575,container,컨테이너,The container restarted.,2.0,curated-speaking-core
1026,Core Word,576,monitoring,모니터링,We need better monitoring.,2.0,curated-speaking-core
1027,Core Word,577,deployment,배포,The deployment is complete.,2.0,curated-speaking-core
1028,Core Word,578,repository,저장소,The code is in the repository.,2.0,curated-speaking-core
1029,Core Word,579,commit,커밋,I checked the latest commit.,2.0,curated-speaking-core
1030,Core Word,580,merge,병합,The merge caused a conflict.,2.0,curated-speaking-core
1031,Core Word,581,pipeline,파이프라인,The pipeline failed.,2.0,curated-speaking-core
1032,Core Word,582,framework,프레임워크,Which framework do you use?,2.0,curated-speaking-core
1033,Core Word,583,library,라이브러리,We need to update the library.,2.0,curated-speaking-core
1034,Core Word,584,runtime,런타임,The error occurs at runtime.,2.0,curated-speaking-core
1035,Core Word,585,memory,메모리,Memory usage is high.,2.0,curated-speaking-core
1036,Core Word,586,cpu,CPU / 중앙처리장치,CPU usage is high.,2.0,curated-speaking-core
1037,Core Word,587,latency,지연 시간,The latency is too high.,2.0,curated-speaking-core
1038,Core Word,588,timeout,타임아웃,The request ended in a timeout.,2.0,curated-speaking-core
1039,Core Word,589,exception,예외,The application threw an exception.,2.0,curated-speaking-core
1040,Core Word,590,failure,실패,We need to understand the failure.,2.0,curated-speaking-core
1041,Core Word,591,rollback,롤백,The rollback was successful.,2.0,curated-speaking-core
1042,Core Word,592,schema,스키마,The schema has changed.,2.0,curated-speaking-core
1043,Core Word,593,field,필드,This field is required.,2.0,curated-speaking-core
1044,Core Word,594,column,열 / 컬럼,Add an index to this column.,2.0,curated-speaking-core
1045,Core Word,595,row,행 / 로우,This row has invalid data.,2.0,curated-speaking-core
1046,Core Word,596,table,테이블,The data is stored in this table.,2.0,curated-speaking-core
1047,Core Word,597,query,쿼리,The query is slow.,2.0,curated-speaking-core
1048,Core Word,598,index,인덱스,We need an index here.,2.0,curated-speaking-core
1049,Core Word,599,mapping,매핑,The mapping is incorrect.,2.0,curated-speaking-core
1050,Core Word,600,rule,규칙,This rule applies to all users.,2.0,curated-speaking-core
1051,Core Word,601,person,사람,She's a very kind person.,2.0,curated-speaking-core
1052,Core Word,602,friend,친구,He's a close friend of mine.,2.0,curated-speaking-core
1053,Core Word,603,family,가족,My family lives in Korea.,2.0,curated-speaking-core
1054,Core Word,604,room,방,The room is clean.,2.0,curated-speaking-core
1055,Core Word,605,car,차,I left my phone in the car.,2.0,curated-speaking-core
1056,Core Word,606,food,음식,The food was really good.,2.0,curated-speaking-core
1057,Core Word,607,water,물,Can I get some water?,2.0,curated-speaking-core
1058,Core Word,608,coffee,커피,I need some coffee.,2.0,curated-speaking-core
1059,Core Word,609,money,돈,I don't want to spend too much money.,2.0,curated-speaking-core
1060,Core Word,610,phone,전화기 / 휴대폰,I left my phone at home.,2.0,curated-speaking-core
1061,Core Word,611,doctor,의사,I need to see a doctor.,2.0,curated-speaking-core
1062,Core Word,612,world,세계,The world is changing fast.,2.0,curated-speaking-core
1063,Core Word,613,country,나라,Which country do you want to visit?,2.0,curated-speaking-core
1064,Core Word,614,city,도시,It's a beautiful city.,2.0,curated-speaking-core
1065,Core Word,615,morning,아침,I usually exercise in the morning.,2.0,curated-speaking-core
1066,Core Word,616,afternoon,오후,I'm free this afternoon.,2.0,curated-speaking-core
1067,Core Word,617,evening,저녁,Let's meet this evening.,2.0,curated-speaking-core
1068,Core Word,618,night,밤,I stayed up late last night.,2.0,curated-speaking-core
1069,Core Word,619,minute,분,Give me a minute.,2.0,curated-speaking-core
1070,Core Word,620,month,달 / 월,I'll be there next month.,2.0,curated-speaking-core
1071,Core Word,621,story,이야기,That's a long story.,2.0,curated-speaking-core
1072,Core Word,622,word,단어,I don't know this word.,2.0,curated-speaking-core
1073,Core Word,623,nurse,간호사,The nurse was very helpful.,2.0,curated-speaking-core
1074,Core Word,624,school,학교,I learned it at school.,2.0,curated-speaking-core
1075,Core Word,625,teacher,선생님,My teacher speaks slowly.,2.0,curated-speaking-core
1076,Core Word,626,market,시장,The market is changing quickly.,2.0,curated-speaking-core
1077,Core Word,627,price,가격,The price is too high.,2.0,curated-speaking-core
1078,Core Word,628,trip,여행,How was your trip?,2.0,curated-speaking-core
1079,Core Word,629,hotel,호텔,The hotel is near the station.,2.0,curated-speaking-core
1080,Core Word,630,restaurant,식당,Do you know a good restaurant?,2.0,curated-speaking-core
1081,Core Word,631,road,도로,This road is busy.,2.0,curated-speaking-core
1082,Core Word,632,station,역,I'll meet you at the station.,2.0,curated-speaking-core
1083,Core Word,633,airport,공항,How long does it take to get to the airport?,2.0,curated-speaking-core
1084,Core Word,634,train,기차,I usually take the train.,2.0,curated-speaking-core
1085,Core Word,635,bus,버스,The bus is late.,2.0,curated-speaking-core
1086,Core Word,636,seat,좌석,Is this seat taken?,2.0,curated-speaking-core
1087,Core Word,637,door,문,Please close the door.,2.0,curated-speaking-core
1088,Core Word,638,window,창문,Can you open the window?,2.0,curated-speaking-core
1089,Core Word,639,student,학생,I was a student at the time.,2.0,curated-speaking-core
1090,Core Word,640,book,책,I'm reading a good book.,2.0,curated-speaking-core
1091,Core Word,641,music,음악,What kind of music do you like?,2.0,curated-speaking-core
1092,Core Word,642,movie,영화,Have you seen this movie?,2.0,curated-speaking-core
1093,Core Word,643,game,게임,Do you play this game?,2.0,curated-speaking-core
1094,Core Word,644,weather,날씨,The weather is nice today.,2.0,curated-speaking-core
1095,Core Word,645,rain,비,It looks like rain.,2.0,curated-speaking-core
1096,Core Word,646,parent,부모,My parents live in Korea.,2.0,curated-speaking-core
1097,Core Word,647,child,아이,The child is sleeping.,2.0,curated-speaking-core
1098,Core Word,648,brother,형제 / 남자 형제,My brother works in Seoul.,2.0,curated-speaking-core
1099,Core Word,649,sister,자매 / 여자 형제,My sister called me yesterday.,2.0,curated-speaking-core
1100,Core Word,650,manager,매니저 / 관리자,I need to ask my manager.,2.0,curated-speaking-core
1101,Core Word,651,leader,리더,She is the team leader.,2.0,curated-speaking-core
1102,Core Word,652,member,구성원,Every team member joined the meeting.,2.0,curated-speaking-core
1103,Core Word,653,skill,기술 / 능력,Speaking is an important skill.,2.0,curated-speaking-core
1104,Core Word,654,partner,파트너,We work closely with our partner.,2.0,curated-speaking-core
1105,Core Word,655,vendor,벤더 / 공급업체,The vendor sent an update.,2.0,curated-speaking-core
1106,Core Word,656,mistake,실수,Everyone makes mistakes.,2.0,curated-speaking-core
1107,Core Word,657,dealer,딜러,The dealer reported the issue.,2.0,curated-speaking-core
1108,Core Word,658,product,제품,This product is easy to use.,2.0,curated-speaking-core
1109,Core Word,659,developer,개발자,I work as a backend developer.,2.0,curated-speaking-core
1110,Core Word,660,future,미래,I'm thinking about my future.,2.0,curated-speaking-core
1111,Core Word,661,past,과거,We can't change the past.,2.0,curated-speaking-core
1112,Core Word,662,engineer,엔지니어,The engineer checked the server.,2.0,curated-speaking-core
1113,Core Word,663,designer,디자이너,The designer updated the screen.,2.0,curated-speaking-core
1114,Core Word,664,yesterday,어제,I saw him yesterday.,2.0,curated-speaking-core
1115,Core Word,665,operator,운영자,The operator restarted the service.,2.0,curated-speaking-core
1116,Core Word,666,admin,관리자,Ask the admin for permission.,2.0,curated-speaking-core
1117,Core Word,667,busy,바쁜,I'm busy right now.,2.0,curated-speaking-core
1118,Core Word,668,sales,영업,I talked to the sales team.,2.0,curated-speaking-core
1119,Core Word,669,finance,재무,Finance approved the payment.,2.0,curated-speaking-core
1120,Core Word,670,sure,확신하는,Are you sure?,2.0,curated-speaking-core
1121,Core Word,671,health,건강,Health is more important than work.,2.0,curated-speaking-core
1122,Core Word,672,hospital,병원,The hospital is near my house.,2.0,curated-speaking-core
1123,Core Word,673,store,가게 / 저장하다,I stopped by the store.,2.0,curated-speaking-core
1124,Core Word,674,similar,비슷한,The two systems are similar.,2.0,curated-speaking-core
1125,Core Word,675,shop,가게 / 쇼핑하다,There is a coffee shop nearby.,2.0,curated-speaking-core
1126,Core Word,676,difficult,어려운,This part is difficult.,2.0,curated-speaking-core
1127,Core Word,677,bank,은행,I need to go to the bank.,2.0,curated-speaking-core
1128,Core Word,678,beach,해변,We walked along the beach.,2.0,curated-speaking-core
1129,Core Word,679,mountain,산,I like hiking in the mountains.,2.0,curated-speaking-core
1130,Core Word,680,river,강,The hotel is near the river.,2.0,curated-speaking-core
1131,Core Word,681,true,사실인 / 맞는,That's true.,2.0,curated-speaking-core
1132,Core Word,682,real,진짜의 / 실제의,Is this real?,2.0,curated-speaking-core
1133,Core Word,683,sea,바다,I want to see the sea.,2.0,curated-speaking-core
1134,Core Word,684,useful,유용한,This is very useful.,2.0,curated-speaking-core
1135,Core Word,685,necessary,필요한,Is this really necessary?,2.0,curated-speaking-core
1136,Core Word,686,park,공원,I run in the park.,2.0,curated-speaking-core
1137,Core Word,687,street,거리,The street is crowded.,2.0,curated-speaking-core
1138,Core Word,688,floor,층 / 바닥,The office is on the third floor.,2.0,curated-speaking-core
1139,Core Word,689,wall,벽,There is a screen on the wall.,2.0,curated-speaking-core
1140,Core Word,690,key,열쇠 / 핵심,The key point is simplicity.,2.0,curated-speaking-core
1141,Core Word,691,bag,가방,My laptop is in the bag.,2.0,curated-speaking-core
1142,Core Word,692,clothes,옷,I need to change my clothes.,2.0,curated-speaking-core
1143,Core Word,693,shoes,신발,These shoes are comfortable.,2.0,curated-speaking-core
1144,Core Word,694,never,절대 ~않다,I've never been there.,2.0,curated-speaking-core
1145,Core Word,695,breakfast,아침 식사,I usually skip breakfast.,2.0,curated-speaking-core
1146,Core Word,696,lunch,점심,What do you want for lunch?,2.0,curated-speaking-core
1147,Core Word,697,dinner,저녁 식사,Let us have dinner together.,2.0,curated-speaking-core
1148,Core Word,698,weekend,주말,What are you doing this weekend?,2.0,curated-speaking-core
1149,Core Word,699,holiday,휴일,The office is closed for the holiday.,2.0,curated-speaking-core
1150,Core Word,700,vacation,휴가,I am planning a short vacation.,2.0,curated-speaking-core
1151,Work English,1,I'll check and get back to you.,확인하고 다시 알려줄게.,I'll check the logs and get back to you.,2.0,curated-speaking-core
1152,Work English,2,Let me clarify one thing.,한 가지 확인할게.,Let me clarify one thing before we proceed.,2.0,curated-speaking-core
1153,Work English,3,"As far as I know,",내가 아는 한,"As far as I know, this is expected behavior.",2.0,curated-speaking-core
1154,Work English,4,The issue seems to be caused by...,문제 원인은 ~인 것 같아.,The issue seems to be caused by a timeout.,2.0,curated-speaking-core
1155,Work English,5,We need to confirm whether...,~인지 확인해야 해.,We need to confirm whether the API was called.,2.0,curated-speaking-core
1156,Work English,6,Could you check this on your side?,너희 쪽에서 확인해줄 수 있어?,Could you check this on your side?,2.0,curated-speaking-core
1157,Work English,7,I reproduced the issue.,이슈를 재현했어.,I reproduced the issue in QA.,2.0,curated-speaking-core
1158,Work English,8,I couldn't reproduce the issue.,이슈를 재현하지 못했어.,I couldn't reproduce the issue in my environment.,2.0,curated-speaking-core
1159,Work English,9,Let's keep it simple.,단순하게 가자.,Let's keep it simple for the first version.,2.0,curated-speaking-core
1160,Work English,10,"From my understanding,",내가 이해한 바로는,"From my understanding, the flow is correct.",2.0,curated-speaking-core
1161,Work English,11,I'll look into it.,확인해볼게 / 조사해볼게.,I'll look into it and update you.,2.0,curated-speaking-core
1162,Work English,12,I'll follow up on this.,이 건 후속 조치할게.,I'll follow up on this tomorrow.,2.0,curated-speaking-core
1163,Work English,13,Could you share more details?,조금 더 자세히 공유해줄래?,Could you share more details about the error?,2.0,curated-speaking-core
1164,Work English,14,Could you send me the logs?,로그 보내줄래?,Could you send me the logs from production?,2.0,curated-speaking-core
1165,Work English,15,Could you confirm the expected behavior?,기대 동작을 확인해줄래?,Could you confirm the expected behavior?,2.0,curated-speaking-core
1166,Work English,16,What is the expected result?,기대 결과가 뭐야?,What is the expected result in this case?,2.0,curated-speaking-core
1167,Work English,17,What is the actual result?,실제 결과가 뭐야?,What is the actual result?,2.0,curated-speaking-core
1168,Work English,18,When did this start happening?,언제부터 발생했어?,When did this start happening?,2.0,curated-speaking-core
1169,Work English,19,How often does this happen?,얼마나 자주 발생해?,How often does this happen?,2.0,curated-speaking-core
1170,Work English,20,Is this reproducible?,재현 가능해?,Is this reproducible in QA?,2.0,curated-speaking-core
1171,Work English,21,Can you reproduce it?,재현할 수 있어?,Can you reproduce it on your side?,2.0,curated-speaking-core
1172,Work English,22,I found the root cause.,근본 원인을 찾았어.,I found the root cause.,2.0,curated-speaking-core
1173,Work English,23,We haven't found the root cause yet.,아직 근본 원인을 못 찾았어.,We haven't found the root cause yet.,2.0,curated-speaking-core
1174,Work English,24,This is a temporary workaround.,이건 임시 우회책이야.,This is a temporary workaround.,2.0,curated-speaking-core
1175,Work English,25,This is not a permanent fix.,이건 영구 수정은 아니야.,This is not a permanent fix.,2.0,curated-speaking-core
1176,Work English,26,We need a permanent fix.,영구 수정이 필요해.,We need a permanent fix for this.,2.0,curated-speaking-core
1177,Work English,27,The fix is ready.,수정이 준비됐어.,The fix is ready for testing.,2.0,curated-speaking-core
1178,Work English,28,The fix has been deployed.,수정이 배포됐어.,The fix has been deployed to QA.,2.0,curated-speaking-core
1179,Work English,29,The deployment is complete.,배포가 완료됐어.,The deployment is complete.,2.0,curated-speaking-core
1180,Work English,30,The deployment failed.,배포가 실패했어.,The deployment failed due to a permission issue.,2.0,curated-speaking-core
1181,Work English,31,We rolled back the change.,변경을 롤백했어.,We rolled back the change.,2.0,curated-speaking-core
1182,Work English,32,We need to roll back.,롤백이 필요해.,We need to roll back this release.,2.0,curated-speaking-core
1183,Work English,33,Please test it again.,다시 테스트해줘.,Please test it again in QA.,2.0,curated-speaking-core
1184,Work English,34,Please verify the result.,결과를 확인해줘.,Please verify the result after the fix.,2.0,curated-speaking-core
1185,Work English,35,Please let me know the result.,결과 알려줘.,Please let me know the result.,2.0,curated-speaking-core
1186,Work English,36,We need more information.,정보가 더 필요해.,We need more information before we decide.,2.0,curated-speaking-core
1187,Work English,37,We need more time.,시간이 더 필요해.,We need more time to investigate.,2.0,curated-speaking-core
1188,Work English,38,We need to prioritize this.,이걸 우선 처리해야 해.,We need to prioritize this issue.,2.0,curated-speaking-core
1189,Work English,39,This is high priority.,이건 우선순위가 높아.,This is high priority.,2.0,curated-speaking-core
1190,Work English,40,This is not urgent.,이건 긴급하지 않아.,This is not urgent.,2.0,curated-speaking-core
1191,Work English,41,This can wait until tomorrow.,이건 내일까지 기다려도 돼.,This can wait until tomorrow.,2.0,curated-speaking-core
1192,Work English,42,Let's discuss this in the meeting.,회의에서 논의하자.,Let's discuss this in the meeting.,2.0,curated-speaking-core
1193,Work English,43,Let's schedule a meeting.,회의 잡자.,Let's schedule a meeting for tomorrow.,2.0,curated-speaking-core
1194,Work English,44,Are you available tomorrow?,내일 시간 돼?,Are you available tomorrow afternoon?,2.0,curated-speaking-core
1195,Work English,45,What time works for you?,몇 시가 괜찮아?,What time works for you?,2.0,curated-speaking-core
1196,Work English,46,That time works for me.,그 시간 괜찮아.,That time works for me.,2.0,curated-speaking-core
1197,Work English,47,I have a conflict at that time.,그 시간에 다른 일정이 있어.,I have a conflict at that time.,2.0,curated-speaking-core
1198,Work English,48,Can we move the meeting?,회의 시간 옮길 수 있어?,Can we move the meeting to Friday?,2.0,curated-speaking-core
1199,Work English,49,Can we reschedule?,일정 다시 잡을 수 있어?,Can we reschedule for next week?,2.0,curated-speaking-core
1200,Work English,50,Let's start with the current status.,현재 상태부터 보자.,Let's start with the current status.,2.0,curated-speaking-core
1201,Work English,51,Here's the current status.,현재 상태는 이래.,Here's the current status.,2.0,curated-speaking-core
1202,Work English,52,There are two open issues.,열린 이슈가 두 개 있어.,There are two open issues.,2.0,curated-speaking-core
1203,Work English,53,This issue is resolved.,이 이슈는 해결됐어.,This issue is resolved.,2.0,curated-speaking-core
1204,Work English,54,This issue is still open.,이 이슈는 아직 열려 있어.,This issue is still open.,2.0,curated-speaking-core
1205,Work English,55,We're waiting for confirmation.,확인을 기다리는 중이야.,We're waiting for confirmation from the vendor.,2.0,curated-speaking-core
1206,Work English,56,We're waiting for approval.,승인을 기다리는 중이야.,We're waiting for approval.,2.0,curated-speaking-core
1207,Work English,57,We need your confirmation.,네 확인이 필요해.,We need your confirmation before deployment.,2.0,curated-speaking-core
1208,Work English,58,We need your approval.,네 승인이 필요해.,We need your approval to proceed.,2.0,curated-speaking-core
1209,Work English,59,Please confirm by Friday.,금요일까지 확인해줘.,Please confirm by Friday.,2.0,curated-speaking-core
1210,Work English,60,Please review the attached file.,첨부 파일 검토해줘.,Please review the attached file.,2.0,curated-speaking-core
1211,Work English,61,Please see the details below.,아래 상세 내용 확인해줘.,Please see the details below.,2.0,curated-speaking-core
1212,Work English,62,"For your reference,",참고로,"For your reference, I've attached the logs.",2.0,curated-speaking-core
1213,Work English,63,"For your information,",참고로 알려주면,"For your information, the fix is already deployed.",2.0,curated-speaking-core
1214,Work English,64,"Just to confirm,",확인차 말하면,"Just to confirm, are we using the latest version?",2.0,curated-speaking-core
1215,Work English,65,"Just to clarify,",명확히 하기 위해 말하면,"Just to clarify, this only affects QA.",2.0,curated-speaking-core
1216,Work English,66,"To summarize,",요약하면,"To summarize, we have two options.",2.0,curated-speaking-core
1217,Work English,67,"In short,",간단히 말하면,"In short, we need to retry.",2.0,curated-speaking-core
1218,Work English,68,The main point is...,핵심은 ~야.,The main point is data consistency.,2.0,curated-speaking-core
1219,Work English,69,The key issue is...,핵심 이슈는 ~야.,The key issue is the timeout.,2.0,curated-speaking-core
1220,Work English,70,The main difference is...,주요 차이는 ~야.,The main difference is the API version.,2.0,curated-speaking-core
1221,Work English,71,There are two options.,옵션이 두 개 있어.,There are two options.,2.0,curated-speaking-core
1222,Work English,72,Option A is simpler.,A안이 더 단순해.,Option A is simpler.,2.0,curated-speaking-core
1223,Work English,73,Option B is safer.,B안이 더 안전해.,Option B is safer.,2.0,curated-speaking-core
1224,Work English,74,I recommend option A.,A안을 추천해.,I recommend option A.,2.0,curated-speaking-core
1225,Work English,75,My recommendation is...,내 추천은 ~야.,My recommendation is to keep the current flow.,2.0,curated-speaking-core
1226,Work English,76,I prefer option B.,B안을 선호해.,I prefer option B for maintainability.,2.0,curated-speaking-core
1227,Work English,77,What do you recommend?,뭘 추천해?,What do you recommend?,2.0,curated-speaking-core
1228,Work English,78,What are the risks?,리스크가 뭐야?,What are the risks of this approach?,2.0,curated-speaking-core
1229,Work English,79,What are the pros and cons?,장단점이 뭐야?,What are the pros and cons?,2.0,curated-speaking-core
1230,Work English,80,What is the impact?,영향이 뭐야?,What is the impact on users?,2.0,curated-speaking-core
1231,Work English,81,Will this affect production?,이게 운영에 영향 줘?,Will this affect production?,2.0,curated-speaking-core
1232,Work English,82,This only affects QA.,이건 QA에만 영향 줘.,This only affects QA.,2.0,curated-speaking-core
1233,Work English,83,This affects all users.,이건 모든 사용자에게 영향 줘.,This affects all users.,2.0,curated-speaking-core
1234,Work English,84,The impact is limited.,영향은 제한적이야.,The impact is limited.,2.0,curated-speaking-core
1235,Work English,85,There is no user impact.,사용자 영향은 없어.,There is no user impact.,2.0,curated-speaking-core
1236,Work English,86,We need to prevent this from happening again.,재발 방지가 필요해.,We need to prevent this from happening again.,2.0,curated-speaking-core
1237,Work English,87,We should add validation.,검증 로직을 추가해야 해.,We should add validation.,2.0,curated-speaking-core
1238,Work English,88,We should add logging.,로그를 추가해야 해.,We should add logging.,2.0,curated-speaking-core
1239,Work English,89,We should add monitoring.,모니터링을 추가해야 해.,We should add monitoring.,2.0,curated-speaking-core
1240,Work English,90,We should handle this case.,이 케이스를 처리해야 해.,We should handle this case explicitly.,2.0,curated-speaking-core
1241,Work English,91,We should document this.,이걸 문서화해야 해.,We should document this process.,2.0,curated-speaking-core
1242,Work English,92,Let's document the flow.,흐름을 문서화하자.,Let's document the flow.,2.0,curated-speaking-core
1243,Work English,93,Let's draw the process.,프로세스를 그려보자.,Let's draw the process first.,2.0,curated-speaking-core
1244,Work English,94,Let's break it down.,쪼개서 보자.,Let's break it down step by step.,2.0,curated-speaking-core
1245,Work English,95,Let's go step by step.,단계별로 가자.,Let's go step by step.,2.0,curated-speaking-core
